ID,Question,Answer,Our System,Deepseek v3.1,GPT-5-mini,qwen3-235b-a22b
173,Xe khách không có dây an toàn tại ghế ngồi bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 23, Khoản 3, Điểm m, phạt tiền từ 600.000 đồng đến 800.000 đồng đối với người điều khiển xe ô tô kinh doanh vận tải không có dây an toàn tại các vị trí ghế ngồi, giường nằm theo quy định (trừ xe buýt nội tỉnh).",nan,,,"Theo quy định hiện hành tại Việt Nam, mức phạt đối với xe khách không trang bị dây an toàn tại ghế ngồi được quy định cụ thể như sau:

### **Mức phạt tiền:**
- **5.000.000 - 7.000.000 VND** (5-7 triệu đồng) cho **doanh nghiệp vận tải** hoặc **chủ phương tiện** vi phạm.  
- **Căn cứ pháp lý:** Điểm c, Khoản 4, Điều 5 của **Nghị định 123/2021/NĐ-CP** (có hiệu lực từ ngày 01/01/2022), quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt.

### **Lý do xử phạt:**
- Xe khách (đặc biệt là xe chở người từ 10 chỗ trở lên) **bắt buộc phải trang bị dây an toàn** tại tất cả các ghế ngồi để đảm bảo an toàn cho hành khách.  
- Nếu không tuân thủ, doanh nghiệp vận tải hoặc chủ xe sẽ bị xử phạt hành chính và buộc phải khắc phục (lắp đặt dây an toàn đầy đủ) trước khi tiếp tục hoạt động.

### **Lưu ý:**
- Tài xế **không bị phạt trực tiếp** trong trường hợp này, trừ khi đồng thời là chủ phương tiện hoặc người quản lý.  
- Ngoài phạt tiền, phương tiện có thể bị tạm đình chỉ hoạt động cho đến khi khắc phục vi phạm.

Nếu cần thông tin chi tiết hơn, bạn có thể tham khảo trực tiếp **Nghị định 123/2021/NĐ-CP** hoặc liên hệ cơ quan chức năng địa phương."
174,"Xe hợp đồng (xe dù) gom khách lẻ, bán vé như xe tuyến cố định bị phạt bao nhiêu?","Căn cứ Nghị định 168/2024/NĐ-CP, Điều 23, Khoản 5, Điểm n, phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với người điều khiển xe vận chuyển hành khách theo hợp đồng thực hiện hành vi gom khách, bán vé, thu tiền hoặc xác nhận đặt chỗ cho từng hành khách. Ngoài ra, bị tước quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng.",nan,,,"Theo quy định tại **Nghị định 100/2019/NĐ-CP** về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ, mức phạt đối với **xe hợp đồng (xe dù)** vi phạm hành vi **gom khách lẻ và bán vé như xe tuyến cố định** được áp dụng như sau:

---

### **1. Trường hợp vi phạm: Xe hợp đồng không thực hiện đúng nội dung hợp đồng hoặc không có hợp đồng với khách hàng**
- **Mức phạt:**
  - **Cá nhân:** 3.000.000 – 5.000.000 VND.
  - **Tổ chức:** 6.000.000 – 10.000.000 VND.
- **Căn cứ pháp lý:** Khoản 2, Điều 24 Nghị định 100/2019/NĐ-CP.
- **Lý do:** Xe hợp đồng chỉ được phép vận chuyển theo **hợp đồng tập thể** (ví dụ: đoàn khách du lịch, công ty), không được bán vé lẻ cho từng hành khách như xe tuyến cố định.

---

### **2. Trường hợp nghiêm trọng hơn: Xe không có giấy phép kinh doanh vận tải cố định**
- **Mức phạt:**
  - **Cá nhân/tổ chức:** 20.000.000 – 30.000.000 VND.
- **Căn cứ pháp lý:** Khoản 4, Điều 24 Nghị định 100/2019/NĐ-CP.
- **Lý do:** Nếu xe hợp đồng **hoạt động như xe tuyến cố định** (có lịch trình, điểm đón/trả khách cố định) nhưng **không được cấp phép**, sẽ bị xử phạt nặng hơn.

---

### **3. Các hình phạt bổ sung và biện pháp khắc phục**
- **Tịch thu phương tiện** nếu vi phạm nhiều lần hoặc tái phạm.
- **Tạm giữ giấy phép kinh doanh** hoặc **giấy chứng nhận đăng kiểm**.
- **Tước quyền sử dụng giấy phép lái xe** từ 1–3 tháng (nếu tài xế trực tiếp vi phạm).

---

### **Lưu ý:**
- **Xe dù** (xe không phép) thường bị xử phạt **nặng hơn** vì không có giấy tờ hợp lệ. Nếu xe hợp đồng vi phạm, mức phạt sẽ phụ thuộc vào **mức độ vi phạm** và **đối tượng bị xử lý** (cá nhân hay tổ chức).
- **Thực tế:** Nhiều xe hợp đồng lợi dụng kẽ hở để bán vé lẻ, nhưng nếu bị phát hiện, họ có thể bị **đình chỉ hoạt động** hoặc **truy cứu trách nhiệm hình sự** nếu tái phạm nghiêm trọng.

Để tránh rủi ro, hành khách nên chọn phương tiện công cộng hoặc xe có giấy tờ hợp lệ. Nếu phát hiện vi phạm, có thể báo cáo qua tổng đài **1080** hoặc cơ quan chức năng địa phương."
175,Xe ô tô không lắp camera hành trình (đối với xe bắt buộc phải lắp) bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 23, Khoản 5, Điểm p, phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với người điều khiển xe ô tô kinh doanh vận tải hành khách không lắp camera theo quy định hoặc có lắp nhưng không ghi, không lưu trữ được hình ảnh. Ngoài ra, bị tước quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng.",nan,,,"The penalty for not installing a dashcam in vehicles required by law (e.g., taxis, buses, trucks, and certain commercial vehicles) in Vietnam is regulated under **Decree 12/2022/ND-CP** (effective from February 1, 2022), which amends Decree 100/2019/ND-CP on administrative penalties in road traffic. Here's the breakdown:

### **1. Fines for Individuals and Organizations**
- **Individuals**: **4,000,000 VND to 6,000,000 VND**  
- **Organizations**: **8,000,000 VND to 12,000,000 VND**  

### **2. Legal Basis**
- **Article 16, Clause 3** of Decree 12/2022/ND-CP:  
  *""Fines of 4,000,000–6,000,000 VND for individuals (8,000,000–12,000,000 VND for organizations) for failing to install mandatory equipment, including dashcams, as required by law.""*

### **3. Additional Penalties**
- **Vehicle Detention**: Authorities may temporarily impound the vehicle until the dashcam is installed.  
- **Deadline for Compliance**: Drivers or companies may be given a timeframe (e.g., 10 days) to install the camera; failure to comply may result in higher fines or operational suspension.

### **4. Notes**
- **Applicable Vehicles**: Commercial vehicles (taxis, buses, trucks, passenger vehicles with ≥7 seats) and other vehicles specified by the Ministry of Transport.  
- **Repeat Offenses**: Fines may increase by 2–3 times for repeated violations.  
- **Local Variations**: Enforcement and fines may vary slightly depending on local authorities.

### **Recommendation**
Check the **latest regulations** with local traffic authorities or the Department of Transport for precise fines and requirements, as penalties may be adjusted over time. Always ensure compliance to avoid legal risks and ensure road safety. 

For reference, visit the official website of the **Vietnam Road Traffic Police** or consult **Decree 12/2022/ND-CP**."
176,Xe container không chốt gù (khóa container) chắc chắn bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 24, Khoản 4, Điểm c, phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng đối với hành vi chở công-ten-nơ trên xe (kể cả sơ mi rơ moóc) mà không sử dụng thiết bị để định vị chắc chắn công-ten-nơ với xe hoặc có sử dụng nhưng vẫn bị xê dịch. Ngoài ra, bị tước quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng.",nan,,,"Theo quy định hiện hành tại Việt Nam, việc vận chuyển container không đảm bảo an toàn (như không chốt gù/khóa container chắc chắn) có thể bị xử phạt hành chính dựa trên **Nghị định 100/2019/NĐ-CP** (sửa đổi, bổ sung bởi Nghị định 12/2022/NĐ-CP) về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt. Cụ thể:

### **Mức phạt áp dụng:**
1. **Đối với người điều khiển phương tiện (tài xế):**
   - **Vi phạm:** Không thực hiện biện pháp để đảm bảo an toàn hàng hóa (không chốt/khóa container chắc chắn, gây nguy cơ rơi vãi, mất an toàn giao thông).
   - **Mức phạt:** **3 - 5 triệu đồng** (theo **Điểm c, Khoản 3, Điều 24** của Nghị định 100/2019/NĐ-CP).

2. **Đối với tổ chức, doanh nghiệp (chủ phương tiện):**
   - **Mức phạt:** **6 - 8 triệu đồng** (theo **Điểm c, Khoản 4, Điều 30** của Nghị định 100/2019/NĐ-CP) nếu để xảy ra vi phạm tương tự.

### **Các hình thức xử phạt bổ sung:**
- **Tước quyền sử dụng giấy phép lái xe (GPLX):** 1 - 3 tháng nếu vi phạm nghiêm trọng.
- **Buộc tháo dỡ, khắc phục ngay** hàng hóa không đảm bảo an toàn trước khi tiếp tục hành trình.

### **Lưu ý:**
- Mức phạt có thể thay đổi tùy theo tình tiết cụ thể (ví dụ: lần đầu vi phạm, tái phạm, mức độ nguy hiểm).
- Nếu container không chốt gây tai nạn hoặc thiệt hại nghiêm trọng, có thể bị xử lý hình sự theo Bộ luật Hình sự 2015 (sửa đổi, bổ sung 2017).

Để chính xác, bạn nên kiểm tra văn bản pháp luật mới nhất hoặc tham khảo ý kiến luật sư chuyên ngành giao thông."
177,Dạy lái xe mà không có giấy phép xe tập lái (xe dù) bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 37, Khoản 3, Điểm b, phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với cơ sở đào tạo lái xe sử dụng xe tập lái không có ""Giấy phép xe tập lái"" hoặc có nhưng hết hạn.",nan,,,"Theo quy định hiện hành tại Việt Nam, việc dạy lái xe không có giấy phép xe tập lái (xe ""dù"") bị xử phạt nghiêm khắc theo **Nghị định 100/2019/NĐ-CP** (cập nhật đến năm 2023). Cụ thể:

### 1. **Mức phạt tiền**
- **Đối với người dạy lái xe không có giấy phép tập lái:**
  - **Xe ô tô:** Phạt tiền từ **8.000.000 VND đến 12.000.000 VND**.
  - **Xe mô tô (xe máy):** Phạt tiền từ **4.000.000 VND đến 6.000.000 VND**.
- **Đối với người học lái xe (nếu vi phạm):** Bị phạt từ **800.000 VND đến 1.200.000 VND** (vì điều khiển phương tiện không giấy phép).

### 2. **Hình thức xử phạt bổ sung**
- **Tịch thu phương tiện:** Xe tập lái không đủ điều kiện (không gắn biển ""Tập lái"", không có giáo viên hướng dẫn hợp pháp) có thể bị tạm giữ từ **1 đến 3 tháng**.
- **Tước quyền sử dụng giấy phép lái xe (nếu có):** Từ **1 đến 3 tháng** đối với trường hợp vi phạm nghiêm trọng.

### 3. **Căn cứ pháp lý**
- **Điều 21, Nghị định 100/2019/NĐ-CP:** Quy định về xử phạt hành vi tổ chức, tham gia dạy lái xe trái phép hoặc sử dụng phương tiện không đủ điều kiện để tập lái.

### 4. **Lưu ý**
- Xe tập lái hợp pháp phải được đăng ký với cơ quan chức năng, gắn biển ""Tập lái"" và có giáo viên hướng dẫn có chứng chỉ hành nghề.
- Nếu xảy ra tai nạn, người vi phạm có thể bị truy cứu trách nhiệm hình sự theo **Bộ luật Hình sự 2015** (điều 260 về vi phạm quy định về tham gia giao thông).

**Kết luận:** Mức phạt cao nhằm ngăn chặn tình trạng dạy lái xe chui, đảm bảo an toàn giao thông. Người dân nên lựa chọn các trung tâm đào tạo lái xe được cấp phép để tránh rủi ro pháp lý."
178,Đi xe máy leo lên vỉa hè bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 7, Khoản 7, Điểm a, phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với người điều khiển xe mô tô, xe gắn máy đi trên vỉa hè (trừ trường hợp đi qua vỉa hè để vào nhà, cơ quan). Ngoài ra, bị trừ 02 điểm giấy phép lái xe theo quy định tại Điều 7, Khoản 13, Điểm a.",nan,,,"The fine for riding a motorcycle onto the sidewalk (vỉa hè) in Vietnam is regulated under **Decree 100/2019/ND-CP** (amended by Decree 12/2022/ND-CP). As of 2023, the penalty for this violation is:

### **Fine Amount:**
- **400,000 VND to 600,000 VND** (Vietnamese đồng).

### **Legal Basis:**
- **Article 6, Clause 2, Point c** of Decree 100/2019/ND-CP:  
  *""Driving a motorbike or similar vehicle on prohibited roads, sidewalks, or areas reserved for pedestrians.""*

### **Additional Notes:**
1. **Enforcement:** Traffic police can issue on-the-spot fines. Offenders must pay at a designated bank and retain the receipt as proof.
2. **Local Variations:** In major cities like Hanoi or Ho Chi Minh City, enforcement may be stricter, but the fine range remains nationally standardized.
3. **Repeat Offenses:** Repeated violations may lead to higher fines (up to 1,000,000 VND) or temporary driver's license suspension (not common for first-time offenses).
4. **Safety Implications:** If the act causes accidents or endangers pedestrians, criminal liability under the Penal Code may apply.

### **Why This Matters:**
Sidewalks are reserved for pedestrians, and motorcycles are prohibited to ensure safety. Always follow lane regulations to avoid penalties and protect others.

For the most accurate and updated information, consult the **Ministry of Transport** or local traffic authorities."
179,Tự ý khoan đào đường bộ trái phép bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 15, Khoản 5, Điểm a, phạt tiền từ 5.000.000 đồng đến 7.000.000 đồng (đối với cá nhân) thực hiện hành vi khoan, đào, xẻ đường, hè phố trái phép. Biện pháp khắc phục: Buộc khôi phục lại tình trạng ban đầu.",nan,,,"Theo quy định pháp luật Việt Nam, hành vi tự ý khoan, đào đường bộ trái phép có thể bị xử phạt hành chính và phải chịu các nghĩa vụ dân sự, cụ thể như sau:

### 1. **Hình thức xử phạt hành chính**
- **Căn cứ pháp lý**: Nghị định số 100/2019/NĐ-CP (sửa đổi, bổ sung bởi Nghị định 12/2021/NĐ-CP) quy định xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ.
- **Mức phạt**:
  - **Cá nhân**: Phạt tiền từ **5.000.000 VND đến 10.000.000 VND**.
  - **Tổ chức**: Mức phạt gấp đôi cá nhân, tức từ **10.000.000 VND đến 20.000.000 VND**.
- **Lý do áp dụng**: Vi phạm quy định về hành lang an toàn đường bộ, tự ý đào, khoan, lắp đặt công trình ngầm, nổi không phép (theo **Điều 17, Khoản 3** của Nghị định 100/2019/NĐ-CP).

### 2. **Nghĩa vụ dân sự**
- **Bồi thường thiệt hại**: Người vi phạm phải **đền bù toàn bộ chi phí sửa chữa, khôi phục** mặt đường và các hạng mục liên quan do hành vi trái phép gây ra.
- **Khôi phục hiện trạng**: Bắt buộc hoàn trả lại tình trạng ban đầu của đường bộ sau khi bị đào, khoan.

### 3. **Hình phạt bổ sung (nếu có)**
- **Tịch thu phương tiện, thiết bị**: Nếu sử dụng máy móc, công cụ vi phạm.
- **Phạt tăng nặng**: Nếu vi phạm tái diễn hoặc gây hậu quả nghiêm trọng (ví dụ: làm hư hỏng kết cấu hạ tầng, gây tai nạn giao thông).

### 4. **Trách nhiệm hình sự (trong trường hợp nghiêm trọng)**
- Nếu hành vi gây thiệt hại nghiêm trọng (ví dụ: sụt lún đường, tai nạn chết người), người vi phạm có thể bị truy cứu trách nhiệm hình sự theo **Điều 280 Bộ luật Hình sự 2015** (tội vi phạm quy định về xây dựng gây hậu quả nghiêm trọng), với mức phạt tù từ **6 tháng đến 5 năm**.

### Lưu ý:
- Mức phạt cụ thể phụ thuộc vào **mức độ thiệt hại, vị trí vi phạm** (đường quốc lộ, tỉnh lộ, khu dân cư) và **ý thức hợp tác** của người vi phạm.
- Cơ quan quản lý đường bộ (ví dụ: Cục Quản lý đường bộ, UBND địa phương) có quyền yêu cầu dừng ngay hoạt động và xử lý theo quy định.

**Ví dụ**: Nếu một công ty tự ý đào đường quốc lộ để lắp đặt cáp ngầm không phép, họ có thể bị phạt 15–20 triệu đồng, buộc khôi phục mặt đường và bồi thường chi phí phát sinh. Nếu gây tai nạn, lãnh đạo công ty có thể bị khởi tố hình sự. 

Để tránh rủi ro, cần xin phép cơ quan có thẩm quyền trước khi thực hiện bất kỳ hoạt động đào, khoan nào trên đường bộ."
180,Đổ rác thải ra đường bộ không đúng nơi quy định bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 12, Khoản 4, phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng (đối với cá nhân) thực hiện hành vi đổ rác ra đường bộ không đúng nơi quy định. Biện pháp khắc phục: Buộc thu dọn rác thải.",nan,,,"Theo quy định hiện hành tại Việt Nam, hành vi đổ rác thải ra đường bộ không đúng nơi quy định sẽ bị xử phạt hành chính dựa trên **Nghị định số 155/2016/NĐ-CP** (về xử phạt vi phạm hành chính trong lĩnh vực bảo vệ môi trường) và được sửa đổi, bổ sung bởi **Nghị định số 144/2020/NĐ-CP**. Cụ thể:

### 1. **Mức phạt tiền:**
   - **Cá nhân:**  
     Phạt tiền từ **3.000.000 đồng đến 5.000.000 đồng**.  
   - **Tổ chức:**  
     Phạt tiền từ **6.000.000 đồng đến 10.000.000 đồng**.

### 2. **Căn cứ pháp lý:**  
   - **Điểm a, Khoản 1, Điều 17** của Nghị định 155/2016/NĐ-CP (được sửa đổi bởi Nghị định 144/2020/NĐ-CP):  
     *""Vi phạm các quy định về phân loại, thu gom, vận chuyển, lưu giữ, xử lý chất thải""*  
     => Hành vi đổ rác bừa bãi, không đúng nơi quy định thuộc trường hợp vi phạm này.

### 3. **Các hình thức xử phạt bổ sung:**  
   - Buộc **thu dọn rác thải** và **khắc phục hậu quả** (ví dụ: làm sạch môi trường, bồi thường thiệt hại nếu gây ô nhiễm).  
   - Nếu rác thải là **chất nguy hại** (ví dụ: pin, thuốc trừ sâu, chất hóa học...), mức phạt có thể cao hơn và có thể truy cứu trách nhiệm hình sự nếu gây hậu quả nghiêm trọng.

### 4. **Lưu ý:**  
   - Mức phạt cụ thể do **UBND cấp tỉnh** quy định tùy theo tình tiết vi phạm.  
   - Người vi phạm có thể bị xử phạt tại chỗ bởi lực lượng chức năng (cảnh sát môi trường, thanh tra giao thông...).

### 5. **Cách tra cứu thông tin:**  
   - Xem chi tiết tại **Nghị định 155/2016/NĐ-CP** và **Nghị định 144/2020/NĐ-CP** trên Cổng thông tin điện tử Chính phủ (https://www.chinhphu.vn).

Nếu cần thông tin cụ thể hơn về địa phương hoặc trường hợp đặc biệt, bạn nên tham khảo ý kiến của cơ quan chức năng địa phương."
181,Dựng rạp đám cưới lấn chiếm lòng đường bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 12, Khoản 5, Điểm a, phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng (đối với cá nhân) dựng rạp, lều quán, công trình khác trái phép trong phạm vi đất dành cho đường bộ. Biện pháp khắc phục: Buộc tháo dỡ công trình vi phạm.",nan,,,"Theo quy định pháp luật Việt Nam, việc dựng rạp đám cưới lấn chiếm lòng đường, vỉa hè không được phép có thể bị xử phạt hành chính với mức cụ thể như sau:

### **1. Căn cứ pháp lý**
- **Luật Giao thông đường bộ 2008**: Cấm sử dụng lòng đường, vỉa hè vào mục đích khác khi chưa được cơ quan có thẩm quyền cho phép.
- **Nghị định 12/2022/NĐ-CP** (thay thế Nghị định 100/2019/NĐ-CP): Quy định xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt.

### **2. Mức phạt**
- **Cá nhân vi phạm**:  
  Phạt tiền từ **5.000.000 VND đến 10.000.000 VND** (Điểm a, Khoản 3, Điều 10 Nghị định 12/2022/NĐ-CP).
- **Tổ chức vi phạm**:  
  Mức phạt gấp đôi cá nhân, tức từ **10.000.000 VND đến 20.000.000 VND**.

### **3. Hình thức xử phạt bổ sung**
- Buộc tháo dỡ công trình, vật cản trái phép.
- Khôi phục lại tình trạng ban đầu của lòng đường, vỉa hè.
- Nếu gây thiệt hại (ví dụ: tai nạn giao thông), có thể bị xử lý hình sự theo Bộ luật Hình sự 2015 (sửa đổi, bổ sung 2017).

### **4. Lưu ý**
- Mức phạt có thể tăng nếu vi phạm ở khu vực cấm (gần trường học, bệnh viện, ngã ba...).
- Địa phương có thể có quy định riêng về quản lý vỉa hè, lòng đường (ví dụ: TP.HCM, Hà Nội có quy định chi tiết về không gian công cộng).

### **Khuyến nghị**
Trước khi tổ chức, cần xin phép chính quyền địa phương (UBND cấp xã/phường) để tránh vi phạm và đảm bảo an toàn giao thông. Nếu không, chủ rạp có thể bị xử phạt và chịu chi phí khắc phục hậu quả."
182,"Họp chợ, bán hàng rong trên đường quốc lộ bị phạt bao nhiêu?","Căn cứ Nghị định 168/2024/NĐ-CP, Điều 12, Khoản 2, Điểm d, phạt tiền từ 300.000 đồng đến 400.000 đồng (đối với cá nhân) họp chợ, mua, bán hàng hóa trong phạm vi đất của đường bộ ở đoạn đường ngoài đô thị.",nan,,,"Theo quy định hiện hành tại Việt Nam, việc họp chợ, bán hàng rong trên đường quốc lộ bị xử phạt vi phạm hành chính dựa trên **Nghị định số 100/2019/NĐ-CP** (về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt). Cụ thể:

### 1. **Mức phạt tiền:**
- **Cá nhân:** Bị phạt từ **2.000.000 VND đến 3.000.000 VND**.
- **Tổ chức:** Bị phạt từ **4.000.000 VND đến 6.000.000 VND**.

### 2. **Căn cứ pháp lý:**
- **Điều 12, Khoản 3** của Nghị định 100/2019/NĐ-CP quy định:
  > ""Phạt tiền từ 2.000.000 VND đến 3.000.000 VND đối với cá nhân, từ 4.000.000 VND đến 6.000.000 VND đối với tổ chức thực hiện một trong các hành vi vi phạm sau đây:  
  ...  
  c) Thiết lập chợ, điểm dừng đỗ, bán hàng rong, hành nghề hoặc buôn bán khác trên đường bộ (trừ đường cao tốc) không được phép của cơ quan có thẩm quyền.""

### 3. **Các hình phạt bổ sung:**
- Có thể bị **tịch thu phương tiện, hàng hóa** liên quan đến vi phạm.
- Nếu gây mất an toàn giao thông, có thể bị áp dụng biện pháp khắc phục hậu quả (ví dụ: buộc dỡ bỏ công trình, hàng hóa vi phạm).

### 4. **Lưu ý:**
- **Đường quốc lộ** thuộc phạm vi điều chỉnh của Nghị định này, trừ trường hợp được cơ quan có thẩm quyền cấp phép tổ chức chợ hoặc điểm kinh doanh cố định.
- Một số địa phương có thể ban hành quy định riêng (ví dụ: cấm tuyệt đối trong khu vực nội thành), nhưng mức phạt tối đa vẫn tuân theo khung của Nghị định 100/2019/NĐ-CP.

Để đảm bảo chính xác, bạn nên kiểm tra thông tin với cơ quan chức năng địa phương hoặc cập nhật các văn bản pháp luật mới (nếu có)."
183,Biển hiệu cửa hàng đặt lấn chiếm vỉa hè bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 12, Khoản 5, Điểm b, phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng (đối với cá nhân) sử dụng trái phép lòng đường đô thị, hè phố để đặt, treo biển hiệu, biển quảng cáo. Biện pháp khắc phục: Buộc thu dọn biển hiệu.",nan,,,"Theo quy định hiện hành tại Việt Nam, việc đặt biển hiệu cửa hàng lấn chiếm vỉa hè có thể bị xử phạt vi phạm hành chính dựa trên **Nghị định số 11/2021/NĐ-CP** (quy định về xử phạt vi phạm hành chính trong lĩnh vực xây dựng và quản lý đô thị). Cụ thể:

### 1. **Mức phạt tiền:**
- **Cá nhân vi phạm:**  
  - Phạt tiền từ **3.000.000 VND đến 5.000.000 VND** nếu đặt biển hiệu, vật dụng lấn chiếm vỉa hè, lòng đường không gây cản trở giao thông.  
  - Mức phạt có thể lên đến **10.000.000 VND** nếu hành vi gây mất an toàn giao thông hoặc tái phạm.  

- **Tổ chức vi phạm:**  
  - Mức phạt gấp **2 lần** so với cá nhân (từ **6.000.000 VND đến 20.000.000 VND** tùy mức độ vi phạm).

### 2. **Hình thức xử phạt bổ sung:**  
   - Buộc tháo dỡ biển hiệu, khôi phục lại hiện trạng ban đầu.  
   - Có thể bị đình chỉ hoạt động kinh doanh nếu vi phạm nghiêm trọng.

### 3. **Lưu ý:**  
   - Mức phạt cụ thể còn phụ thuộc vào địa phương (ví dụ: Hà Nội, TP.HCM thường có quy định nghiêm ngặt hơn).  
   - Cơ quan chức năng (như thanh tra giao thông, quản lý đô thị) sẽ quyết định mức phạt dựa trên tình tiết vi phạm.

**Khuyến nghị:**  
Nên tham khảo quy định cụ thể của địa phương nơi đặt biển hiệu và đảm bảo tuân thủ các quy định về sử dụng vỉa hè để tránh bị xử phạt. Nếu cần, liên hệ cơ quan quản lý đô thị địa phương để được hướng dẫn chi tiết."
184,Trạm thu phí để xe xếp hàng chờ quá dài (trên 100 xe) bị phạt bao nhiêu?,"Căn cứ Nghị định 168/2024/NĐ-CP, Điều 15, Khoản 6, Điểm a, phạt tiền từ 8.000.000 đồng đến 10.000.000 đồng đối với tổ chức quản lý, vận hành trạm thu phí để số lượng xe ô tô xếp hàng chờ trước trạm thu phí trên một làn xe chờ dài nhất lớn hơn 100 xe đến 150 xe hoặc chiều dài dòng xe từ 750m đến 1.000m.",nan,,,"Theo quy định hiện hành tại Việt Nam, việc trạm thu phí để xảy ra tình trạng ùn tắc giao thông (ví dụ: xếp hàng chờ quá 100 xe) có thể bị xử phạt hành chính dựa trên **Nghị định 100/2019/NĐ-CP** (được sửa đổi, bổ sung bởi Nghị định 123/2021/NĐ-CP) về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt.

### **Mức phạt cụ thể:**
- **Điều 22, Khoản 6** của Nghị định 100/2019/NĐ-CP quy định:
  > ""Phạt tiền từ **10.000.000 đồng đến 15.000.000 đồng** đối với tổ chức, cá nhân quản lý, khai thác trạm thu phí không tổ chức thu phí bảo đảm lưu thông phương tiện, gây ùn tắc giao thông.""

- **Lý do áp dụng:** Nếu trạm thu phí để xảy ra tình trạng xếp hàng chờ quá 100 xe, điều này được coi là vi phạm nghĩa vụ quản lý, tổ chức thu phí hiệu quả, dẫn đến ùn tắc giao thông.

### **Lưu ý:**
1. **Mức phạt cụ thể** trong khoảng 10–15 triệu đồng sẽ do cơ quan chức năng quyết định dựa trên mức độ nghiêm trọng, tần suất vi phạm và các yếu tố khác.
2. **Hình thức xử phạt bổ sung:** Ngoài phạt tiền, trạm thu phí có thể bị yêu cầu khắc phục ngay tình trạng ùn tắc, tăng thêm làn thu phí hoặc áp dụng biện pháp phân luồng hợp lý.
3. **Cơ sở xử phạt:** Việc xử phạt do lực lượng Cảnh sát giao thông hoặc Thanh tra giao thông thực hiện khi ghi nhận vi phạm.

### **Căn cứ pháp lý:**
- **Nghị định 100/2019/NĐ-CP** (được sửa đổi bởi Nghị định 123/2021/NĐ-CP) về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ.
- **Luật Giao thông đường bộ 2008** và các văn bản hướng dẫn liên quan.

Nếu cần thông tin chi tiết hơn, bạn có thể tham khảo trực tiếp văn bản pháp luật hoặc liên hệ cơ quan chức năng địa phương."
